Composite,LLE_1,LLE_2,LLE_3,LLE_4
Cs0.05FA0.827MA0.123PbBr0.369I2.631,0.01778304363835241,0.018666349975180904,0.0021715917568461626,-0.0026361185660311744
Cs0.05FA0.788MA0.162PbBr0.3I2.7,0.015866097983302612,0.01868461300462567,0.0038679063482516015,-0.0015793814470634034
Cs0.05FA0.788MA0.162PbBr0.5I2.5,0.01512718230139115,0.016226039639171817,2.661096389209673e-05,-0.005321250925505862
CsPbBr0.45I2.55,-0.015208203049534647,0.015301993721554403,-0.05484204189732184,0.05474020352680035
CsSnBr0.5I2.5,0.011089624955414901,-0.03995394684149553,-0.03426506380539108,0.052246895283651194
CsSnBr0.6I2.4,0.01083057894347767,-0.04083710406882332,-0.0357833476342566,0.05012230225224806
CsSnBr2.5I0.5,0.006986695511638614,-0.053321959612255034,-0.05946304286557554,0.003708965461047709
CsPbBrI2,-0.014932371463981697,0.008411696589027937,-0.060401087462757234,0.040846211158161456
Cs0.17FA0.83PbBr0.51I2.49,0.020562316426794167,0.015491145070139989,-0.003780302193165005,-0.0008517877422544874
FAPbI3,0.030057763049704457,0.02672802650017309,0.011340554367966266,0.0019088259837987671
Cs0.05FA0.95PbBr0.15I2.85,0.02683103675113533,0.023846724764887226,0.005970208496878581,0.0016432189660177713
Cs0.1FA0.9PbBr0.3I2.7,0.02380462123251715,0.020665475482285228,0.0011699226960850348,0.000916796436183759
Cs0.15FA0.85PbBr0.45I2.55,0.021374711472747766,0.01706364174770594,-0.0025366966599279397,-0.0001540112006568905
Cs0.2FA0.8PbBr0.6I2.4,0.019384312859917974,0.013242962046936904,-0.00576943118266086,-0.0017138783585545004
Cs0.01MA0.99PbBr0.03I2.97,-0.035545871301322876,0.0061865668516172465,0.016472185857566532,-0.0013694232167940166
Cs0.02MA0.98PbBr0.06I2.94,-0.035116939061738635,0.0058082710265005616,0.015477958845417831,-0.0014115310790282602
Cs0.03MA0.97PbBr0.09I2.91,-0.03468485362242669,0.0054907733056619385,0.014359028853465662,-0.0013631450211746767
MAPbBr0.15I2.85,-0.035069676361167076,0.004176277561005844,0.015306509674810736,-0.004394772166859919
FA0.9MA0.1PbBr0.3I2.7,0.02115246733572777,0.02099240964253258,0.004913153602382739,-0.0031832736410007494
Cs3Sb2I9,0.0207719077118473,-0.045490312785567165,-0.04680731614535867,0.10027029448923226
MAPbBr0.5I2.5,-0.03333970201397635,-0.0012702769743797551,0.010141893662195088,-0.01162738346053158
MAPbBr0.8I2.2,-0.03200696416312771,-0.005887106845995618,0.005738376387129344,-0.01795143289341425
Cs0.05FA0.83MA0.17PbBr0.17I0.83,0.023146336258014218,0.0071000605987187795,-0.009197657791190654,-0.044991782718542164
Cs0.05FA0.79MA0.16PbBr0.49I2.51,0.01527538501376459,0.016399626106837747,0.00017992598680813536,-0.005114437140634842
Cs0.04FA0.8MA0.16PbBr0.15I0.85,0.022665546984071396,0.007769995494678106,-0.008650205533679834,-0.04400534920759348
CsPbBr2I,-0.014907106918921921,-0.0025260562903387626,-0.07136521221549678,0.014507242990591838
FASnI3,0.05414488368722509,-0.030314958382360105,0.03196716200632345,0.0025220694562530935
FA0.95GU0.05SnI3,0.05266429244927724,-0.031001563072863877,0.031460927683936414,0.003244051640630268
FA0.9GU0.1SnI3,0.05118121479881139,-0.03168926027666093,0.03094557459725583,0.003964258179819359
FA0.85GU0.15SnI3,0.04969848751169848,-0.03237749107719787,0.030422119947349627,0.004721911610586142
FA0.8GU0.2SnI3,0.04821610166702927,-0.03306594430102065,0.029899308676754454,0.0054535092761299996
FA0.75GU0.25SnI3,0.046733046930403935,-0.03375526514014355,0.02937277638703395,0.006198369270917381
FA0.7GU0.3SnI3,0.04526191386345589,-0.03444219444545013,0.028850921864145142,0.006928393081570769
FA0.38MA0.57PbI3,-0.009472755585429853,0.014702899725496904,0.013942372732316318,0.0013714524481800562
Cs0.05FA0.15MA0.8PbI3,-0.024951719288134933,0.010094959820344456,0.013053013109472902,0.0024590180882219344
Cs0.1FA0.9PbI3,0.0257194166839745,0.025789811786379405,0.005794413339720797,0.007792364841226481
MAPbBrI2,-0.03124139662175677,-0.008824710275188621,0.002819032793052675,-0.022089272629647466
Cs0.08FA0.78MA0.14PbBr0.45I2.55,0.015707126863678415,0.01648301119539736,0.00013101040451408218,-0.00339615139854842
Cs0.05FA0.83MA0.12PbBr0.45I2.55,0.017475479863589306,0.017785890280577366,0.0005119275824584796,-0.004079551806999582
CsPbBr3,-0.015266649306025833,-0.013392715288672146,-0.08315804600342763,-0.010400264086455968
CsPbI3,-0.015491425156858842,0.0213377970377838,-0.050524753640802916,0.0662358275947395
Cs0.05FA0.79MA0.16PbBr0.51I2.49,0.015192858905644752,0.016136892130213944,-0.0001681504279699043,-0.005518472658312402
Cs0.05FA0.81MA0.14PbBr0.45I2.55,0.016458837497039632,0.017363431048159114,0.0006842880231336526,-0.004232850881524671
Cs0.25FA0.75PbBr0.6I2.4,0.018137367258534876,0.011823804073206476,-0.006674720812158912,-0.0002188147781509076
MA3Bi2I9,0.006403045317516814,-0.051845895100549204,0.008365515054573244,0.040088043873829304
FA0.8MA0.8PbBr0.06I2.96,-0.0021066410554808463,0.013752610761236956,0.015805500206803234,-0.01437670652157574
Cs0.05FA0.85MA0.5PbBr0.25I2.75,0.00717897320450577,0.01534519468300334,0.008325445071502733,-0.011194406683764306
FA0.83MA0.17PbBr0.51I2.49,0.015951924388950333,0.017497114362005465,0.0006812464098972891,-0.007034436800952369
Cs0.05FA0.38MA0.57PbBr0.2I2.8,-0.009689958033372517,0.011966216625529444,0.00810217282945979,-0.0004028229762746809
FA0.024MA0.976PbBrI2.955,-0.024555482207496322,-0.006210542756805596,0.006101657594810869,-0.012216799559011664
FA0.048MA0.952PbBrI2.91,-0.023568306862252256,-0.0058632567840427,0.005764288831144814,-0.01251272517365093
FA0.072MA0.928PbBrI2.86,-0.022587189763281976,-0.00551967608385713,0.005405518275786561,-0.01284724765623178
FA0.1MA0.9PbBrI2.8,-0.021423555185025284,-0.005106185594249962,0.004965930335926161,-0.013227697588612364
MAPbBr0.3I2.9,-0.03295532801283791,0.0019054595175588608,0.013685274669872858,-0.00570577484267181
FA0.1MA0.9PbBr0.3I2.9,-0.027022966883983583,0.004011308704636386,0.012707423220379686,-0.005125064963144722
FA0.2MA0.8PbBr0.3I2.9,-0.021004904040660334,0.006074918438179235,0.011759550988720528,-0.004575255313230972
FA0.3MA0.7PbBr0.3I2.9,-0.015132969442944256,0.008528608992633803,0.01073854900913822,-0.004064613734634457
Cs0.06FA0.79MA0.15PbBr0.45I2.55,0.015702028960577128,0.016850920129555073,0.000592627276002662,-0.004006531089992674
FA0.2MA0.8PbI3,-0.022782394476933258,0.01036814125439047,0.015807300482439866,-0.0004937699354612438
FA0.85MA0.15PbI3,0.020108982626935022,0.02371316658480603,0.011711849767112176,0.0017358059503496468
MAPbBr0.45I2.55,-0.03357367854378386,-0.0004993914367344793,0.010892830081528034,-0.010588588746023515
Cs0.06FA0.94PbI3,0.027467575929921044,0.026161783688608938,0.008045740839124684,0.005410584763764521
FA0.9MA0.1PbBr0.1I2.9,0.022745264855205612,0.02336249955656735,0.009508529428223852,-1.0529209972976176e-05
Cs0.02FA0.79MA0.16PbBr0.551I2.49,0.014922531162314937,0.016258885603199172,0.00034789089004554205,-0.0036061608702370805
Cs0.91Rb0.09PbBr3,-0.014545692464169719,-0.0138568986502521,-0.07979771243902097,-0.013592809657119877
Cs0.2FA0.8PbBr0.75I2.25,0.018506697018740442,0.011360141918033537,-0.008692278354828982,-0.004393808215650038
Cs0.05FA0.78MA0.13PbBr0.45I2.55,0.015984243006031195,0.017171058828071104,0.001040465054771061,-0.001326962122893028
FA0.97MA0.03PbBr0.09I2.91,0.027396278867046195,0.024817034378031455,0.009586045457630006,0.00018717681332043772
(THM)0.025MA0.975PbI3,-0.03534569974638558,0.00656771811493916,0.017289189400441638,-0.0006659418807145358
(THM)0.05MA0.95PbI3,-0.03471038990597526,0.006566515242106578,0.017070022535919542,4.8946311055000335e-05
(THM)0.075MA0.925PbI3,-0.0340741974977577,0.006578274443207558,0.01683683535630975,0.0007821627395106659
(THM)0.1MA0.9PbI3,-0.03344550175422593,0.006584655265162935,0.016601545422400974,0.0014940901796111738
(THM)0.2MA0.8PbI3,-0.03090547115451517,0.00668216374747565,0.015653484561005866,0.004101165548850938
FA0.88MA0.12PbBr0.36I2.64,0.019433003583805605,0.02011632564024106,0.0034782478422168642,-0.004111605403916126
Cs0.06FA0.67MA0.27PbBr0.3I2.7,0.009072985711202294,0.01626196615928387,0.004415123099916695,-0.0014591491138710882
Cs0.1MA0.9PbBr1.2I1.8,-0.028247067496349622,-0.01032641447102458,-0.003751840711056151,-0.023039530838296112
FAPb0.5Sn0.5I3,0.04182120655162514,-0.0017310088052690576,0.0214450940357759,0.0022817545319226587
Cs2SnI6,0.01062177651057026,-0.032459376204654784,-0.03892475841177183,0.08149952960171199
Cs0.05FA0.855MA0.095PbBr0.285I2.565,0.02069033778157116,0.019708502858618082,0.003154756967808341,-0.004698362949861607
Cs0.1FA0.765MA0.135PbBr0.45I2.55,0.015475139254024816,0.015995210073773594,-0.00028465922284441153,-0.002774103703089888
FA0.8MA0.2PbBr0.6I2.4,0.01400221903916508,0.015315274689922841,-0.00035866030626279156,-0.008862101037989832
MAPbBr0.01I2.99,-0.03593633592243143,0.006419850126142903,0.017368304970666354,-0.0015959081860172834
MAPbBr0.02I2.98,-0.03586411121635981,0.006253517468336069,0.017209749308084887,-0.0017784557951818784
MAPbBr0.03I2.97,-0.0357914847738821,0.006085376436988416,0.017056925053685452,-0.001955761314404002
MAPbBr0.04I2.96,-0.03572473425469829,0.005922047422017635,0.01691316646220302,-0.002169726735789971
MAPbBr0.05I2.95,-0.03566250888113568,0.0057610640603925544,0.01676257933588045,-0.002357266052801396
Cs0.05FA0.75MA0.2PbI3,0.014681607217440986,0.022205201452209253,0.009304856992077398,0.004447831217184155
Cs0.15FA0.85PbI3,0.023537949017119177,0.02534499370263135,0.002989849441325323,0.01076803694356005
Cs0.1FA0.7MA0.2PbBr0.2I2.8,0.01227183318915066,0.018342615393151962,0.004199579652866383,0.0024721607959755257
FA0.3MA0.7PbI3,-0.016175298536257682,0.012391816217068422,0.015095079114696083,-0.00012364643774331603
FA0.83MA0.17PbBr0.5I2.5,0.015992967070675955,0.017634157057543023,0.0008517561047156583,-0.006839887028245599
MAPbBr2.1I0.9,-0.027483395960172713,-0.02401130849898214,-0.013060139016314577,-0.044752129822104976
Cs0.25FA0.75PbI3,0.019188153734251718,0.024491797127233098,-0.0026724755403219063,0.016786678518539367
FAMAPbI3,-0.0015534298635203885,0.013246597526873672,0.01828413870157104,-0.021386714093248937
Cs0.025FA0.475MA0.5Pb0.5Sn0.5I3,0.009587030147851984,-0.012573060716919581,0.02210304026186505,0.0034930933499402305
FA0.5MA0.5Pb0.5Sn0.5I3,0.010487381801984831,-0.01236500729567984,0.023249216168762455,0.00217955937251081
Cs0.0125FA0.4875MA0.5Pb0.5Sn0.5I3,0.010020704378137865,-0.012465271274119264,0.022704126949641853,0.0027972282145669837
Cs0.05FA0.45MA0.5Pb0.5Sn0.5I3,0.008666343605395555,-0.01280084841231095,0.02092849645524072,0.004808559698542245
MASnI3,-0.004678676510473401,-0.05187257545959605,0.03476748845066169,0.004266996658959672
Cs0.17FA0.83PbBr0.8I2.2,0.019224126469506067,0.011053032273886924,-0.008418158145950795,-0.006680661397084752
Cs0.17FA0.83PbBr1.2I1.8,0.01780132010994699,0.005407782496932709,-0.014628045531684812,-0.014974240330970333
Cs0.17FA0.83PbBr1.5I1.5,0.016788798692226634,0.0017964440422332181,-0.019296103770943998,-0.021461851274224217
Cs0.17FA0.83PbBr1.8I1.2,0.01579266144634005,-0.0017110317084711075,-0.023736125608152008,-0.02811373758795393
FA0.94MA0.06PbBr0.06I,0.032308709115542816,0.014266492020095318,-0.00548395698392382,-0.042657065945219265
Cs0.1FA0.76MA0.14PbBr0.51I2.49,0.01497985608350971,0.015013989280192933,-0.0011662399235407325,-0.003960218065977792
FA0.12MA0.88PbBr0.25I2.75,-0.02704068891817985,0.00511158113836933,0.012719261588820573,-0.005806552279008317
FA0.25MA0.75PbBr0.25I2.75,-0.018870528238151652,0.007842478197967632,0.011504152552670514,-0.0051305984286841785
FA0.5MA0.5PbBr0.25I2.75,-0.0032572991388038317,0.013220796882301248,0.009199425017697839,-0.003850508133961796
FA0.12MA0.8PbBr0.12I2.88,-0.025938507952596973,0.007914369001282704,0.014095063450110185,-0.0011503565652911992
FA0.25MA0.75PbBr0.12I2.88,-0.01918861877275395,0.009678236976237918,0.013572668468841708,-0.0026103434360844795
FA0.5MA0.5PbBr0.12I2.88,-0.003069195951362282,0.014882650519656091,0.011629984740795265,-0.0015437571883685662
MAPbBr2I,-0.027842289659232237,-0.02270167358728859,-0.011461904490139369,-0.04292098808024772
Cs0.05FA0.85MA0.15PbBr0.45I2.55,0.017137677555608626,0.017704172596572365,0.00018115912773181343,-0.00786457793403219
RbPbI3,-0.001758655582671233,0.0008644640234604326,0.0061238928307774275,0.026974591273376418
FA0.5MA0.5PbBr0.13I2.87,-0.0030951546761448876,0.014752240970857068,0.011429146726410584,-0.0017223331034550162
FA0.75MA0.25PbBr0.25I2.75,0.012331166398984942,0.018620593046633948,0.00701308941506074,-0.00277982677619825
MAPb0.75Sn0.25I3,-0.028094980122588698,-0.007805315163908715,0.021483962139009646,0.0002980404967081397
Cs0.05FA0.81MA0.14Pb0.95Br0.43I2.42,0.01725159014725069,0.01767724884070695,4.444345248363339e-05,-0.007976248404356711
Cs0.05FA0.79MA0.16PbBr0.3I2.7,0.01598607229476943,0.018724885902748872,0.0038517564795273857,-0.001550529983474525
MA3Sb2I9,0.006458016352072642,-0.06050199677110844,0.019364663818958978,0.03522859775327204
Cs0.2FA0.8PbBr0.9I2.1,0.017817634298228396,0.009292423182631807,-0.011248619325265195,-0.007284300019461558
FA0.6MA0.4Pb0.4Sn0.6I3,0.019352073763217223,-0.01592721415402632,0.024860588447047447,0.0023338302987626625
FA0.15MA0.85PbBr0.45I2.55,-0.02443316539667051,0.0027158230703177447,0.009411719523545234,-0.00975170623347884
MAPbBr0.43I2.57,-0.03367056753179601,-0.00018490591689801042,0.011181602193147181,-0.010181192142035054
MAPbBr0.75I2.25,-0.03225763069096694,-0.005113603260064832,0.006480476657287315,-0.016891274799465013
FA0.85MA0.15PbBr0.15I2.85,0.019207630874007113,0.021814186660389364,0.00858344617858097,-0.0008504630254327446
Cs0.05FA0.85MA0.1PbBr0.3I2.7,0.019546018366890034,0.019928643034873496,0.0033893695073794238,-0.001269661175637354
GUPbI3,0.007720495433707932,-0.029298515416625412,0.022187666848510538,0.027374139102009396
GU2PbI4,0.013471335989237667,-0.04555145697033576,0.029682069896642693,0.023599968606395568
Cs0.05FA0.79MA0.16PbBr0.5I2.5,0.015230080416105315,0.016264996092281284,8.114041136168821e-06,-0.00528948179107473
Cs0.05FA0.79MA0.16Pb0.75Sn0.25Br0.5I2.5,0.020946046362967735,0.0025377916522810622,0.0051971967195993075,-0.004592593469236566
Cs0.05FA0.79MA0.16Pb0.5Sn0.5Br0.5I2.5,0.026967667908532937,-0.011454116669207103,0.010564062918583722,-0.0039813598230383634
Cs0.05FA0.79MA0.16Pb0.25Sn0.75Br0.5I2.5,0.03371978043534726,-0.02598354129779119,0.016753672282024408,-0.004391186985428325
Cs0.05FA0.79MA0.16SnBr0.5I2.5,0.04021815110910286,-0.04008095341641233,0.022241131456823954,-0.004080817002797471
Cs0.1FA0.75MA0.15PbBr0.5I2.5,0.014503563582873144,0.014938997894804091,-0.0008926223531862734,-0.0037933692438047078
Cs0.1FA0.75MA0.15Pb0.75Sn0.25Br0.5I2.5,0.02024845395687842,0.0013956656603819242,0.004312568802457114,-0.003145646580153983
Cs0.1FA0.75MA0.15Pb0.5Sn0.5Br0.5I2.5,0.02620492277187233,-0.012278177839942108,0.009435200254535522,-0.002467498537809872
Cs0.1FA0.75MA0.15Pb0.25Sn0.75Br0.5I2.5,0.03268345715427515,-0.026323762038044176,0.014783168698754692,-0.0021704628093844915
Cs0.1FA0.75MA0.15SnBr0.5I2.5,0.039194490280652305,-0.04035463536318666,0.020300623594589257,-0.0019406231252349629
Cs0.2FA0.66MA0.14PbBr0.5I2.5,0.01260335326385711,0.012149590776109347,-0.0027964662163390774,-0.0006524373684806421
Cs0.2FA0.66MA0.14Pb0.75Sn0.25Br0.5I2.5,0.018508200079944245,-0.0012298443349002845,0.002422820718054594,0.00011065899259371265
Cs0.2FA0.66MA0.14Pb0.5Sn0.5Br0.5I2.5,0.02454030342642927,-0.014528838611542713,0.00735108617066099,0.0007868857060947441
Cs0.2FA0.66MA0.14Pb0.25Sn0.75Br0.5I2.5,0.030038601273773634,-0.027216571987189294,0.01088127826272489,0.002293300355940302
Cs0.2FA0.66MA0.14SnBr0.5I2.5,0.03634498087441839,-0.04086572699775251,0.016020409621529508,0.002664095785139227
CsGe0.5Sn0.5I3,0.010865316637263102,-0.034035959949014385,-0.03905881524532044,0.06971214372502711
MAPb0.98Zn0.02I3,-0.03586191317096743,0.006125487249553898,0.017792841308557378,-0.0013182689411126043
Cs0.05MA0.95PbI3,-0.03481020857269121,0.007162049981175657,0.014348403221639617,0.0017594771893318071
Cs0.10MA0.90PbI3,-0.03366015730322915,0.007798501303925966,0.011154040689953276,0.00495389219788916
Cs0.20MA0.80PbI3,-0.03144552777720839,0.009112116264788101,0.004637172463243053,0.011508638386743078
Cs0.30MA0.70PbI3,-0.029283566087321605,0.010453392191767063,-0.00193837835853786,0.018128235347406783
Cs0.40MA0.60PbI3,-0.02716302469336425,0.011824749542046578,-0.008613842275532161,0.024789818500388538
Cs0.60MA0.40PbI3,-0.0233115873820177,0.015009900687384404,-0.022829761006705335,0.038796401431106395
Cs0.80MA0.20PbI3,-0.019376578610984112,0.01812821056203592,-0.03660737266152505,0.05244714196317146
HA0.1MA0.9SnI3,-0.0020997452368014704,-0.052311499462259096,0.03282517552013901,0.007580587911333124
HA0.2MA0.8SnI3,0.0005375599996190535,-0.05289032354029045,0.030792817978896922,0.011026456761047868
HA0.3MA0.7SnI3,0.0030940384781393657,-0.053848608946587995,0.028600968224728362,0.015094416911541474
HA0.4MA0.6SnI3,0.005721831912198699,-0.05457736785903183,0.026490078767051284,0.01880152762975995
FA0.88MA0.12PbBr0.15I2.85,0.021136524209517282,0.022367063554540864,0.0085031339236763,-0.0008498756262457424
MA3PbBr0.32I2.68,-0.02111735265451514,-0.0412743163747307,0.009913277952309927,-0.013894653107147856
MAPbBr0.56I2.44,-0.033065539880640156,-0.002197705306267203,0.009253346402652138,-0.012877827243857269
HDABiI5,0.032734753018014595,-0.05062053013127194,-0.004280570646171083,0.06927029244496807
MAHg0.025Pb0.975I3,-0.035827840674051474,0.005997285808240679,0.017862693678746724,-0.0012945165679721057
MAHg0.05Pb0.95I3,-0.0356624960879113,0.005409753254876426,0.018216930784418883,-0.0012123124593640328
MAHg0.075Pb0.925I3,-0.03549879766170813,0.004825514912942962,0.018565908304066,-0.0011491575317607878
MAHg0.1Pb0.9I3,-0.03534616154340668,0.004244374488051424,0.018917656821931046,-0.001066234447735994
MAHg0.15Pb0.85I3,-0.03502517473755502,0.003080116555397357,0.0195865586811322,-0.0009140629358591984
MAHg0.2Pb0.8I3,-0.03471169608348973,0.0019101818823640735,0.02022938102394913,-0.0007872754360323322
MAHg0.3Pb0.7I3,-0.03408940037593484,-0.00042676395303792915,0.021519832733116445,-0.0005184208893672029
MAHgI3,-0.016202181126264547,-0.031320463402409085,0.024350458231146555,0.013182724628731473
FA0.95MA0.05PbBr0.15I2.75,0.025986564566271526,0.023494752153968897,0.008033109628300162,-0.0022825845027770733
GUSnI3,0.02984291515403488,-0.06938792371751021,0.03288963464538211,0.02457243578590898
(TBA)0.01MA0.99PbI3,-0.03574155240278992,0.006575304340992145,0.017409706523383525,-0.0011078965774626273
(TBA)0.03MA0.97PbI3,-0.035220573440520535,0.006563743404686088,0.0172091626393746,-0.0005520581867100118
(TBA)0.05MA0.95PbI3,-0.03471293055577842,0.006562949150436876,0.017005022772887707,-1.0542695844773363e-05
(TBA)0.1MA0.9PbI3,-0.03344753392019933,0.006574135617211332,0.01646921620459124,0.0013493873742509634
(TBA)0.3MA0.7PbI3,-0.028438731900929447,0.006908662567890653,0.014333546232788978,0.005884475878110825
Cs0.1MA0.9PbBr0.1I2.9,-0.03301300130659979,0.006233236941703999,0.00977161038990867,0.0028830996212546233
Cs0.17FA0.83PbBr1.2I2.8,0.016374162985302927,0.007380671823728754,-0.005357448806741069,-0.0019165283615524091
FA0.9MA0.1PbI3,0.02343778530187953,0.02472049597672762,0.011574810166713188,0.0018013110845110096
(PEA)2MA39Pb40I121,-0.034531656230972506,0.005970832143295973,0.016842060700128746,-0.0002777058149769352
BA2MA39Pb40I121,-0.03495580412038183,0.006325914517099101,0.017152514341161502,-0.000502128752535213
(CHMA)2MA39Pb40I121,-0.034955381942741545,0.00632596800995779,0.017149681438290352,-0.0004953971319571964
(PEA)2Cs4MA35Pb40I121,-0.03229240605914528,0.00728424653311259,0.010492976943962886,0.006035277633336729
BA2Cs4MA35Pb40I121,-0.03270621030220703,0.0076485184747656434,0.010791610752242475,0.005815676421436397
(CHMA)2Cs4MA35Pb40I121,-0.032706464103506305,0.007648699655691495,0.010791145221133539,0.005805754391753597
Cs0.1MA0.9PbI3,-0.033659630289768996,0.007798516302311247,0.01115156149948323,0.004956385710546921
FAPbBr3,0.017475102716440413,-0.015881788763053843,-0.03409540390958661,-0.06253589002450907
(PEA)2Cs1.77FA57.23Pb60I181,0.02802230232336255,0.025989682379488063,0.009358477673427425,0.004097071712649196
MAPbBr1.5I1.5,-0.029460198110350336,-0.015940961490311087,-0.004264165273665403,-0.03259220333844453
Cs0.05FA0.79MA0.16PbBr0.51I2.51,0.015119352112832458,0.016169125645539715,3.084009268642928e-05,-0.004747494142672938
Cs0.19FA0.81PbBr0.54I2.46,0.01993003780802357,0.014435572344524576,-0.0046047356650252246,-0.0008336664574836143
MAPbBr0.1I2.9,-0.03536385426528208,0.004962303731858735,0.016041152482863284,-0.003365662837640618
MAPbBr0.2I2.8,-0.03479293020573898,0.003390186078363859,0.014583522817765142,-0.0054400136178741265
MAPbBr0.25I2.75,-0.03453767974061157,0.0026092142122089027,0.01384185655146496,-0.006451557651835065
MAPbBr0.7I2.3,-0.032502023335385745,-0.004334629377298398,0.007217957922565676,-0.015830061960580993
Cs0.05FA0.79MA0.16Pb0.54I2.46,0.02584306800770052,0.017493695128555482,0.01222945627844506,0.0013201247657845994
FA0.75MA0.25PbBr0.24I2.76,0.012387533855035472,0.018731262374813228,0.0072376256836257265,-0.002599341780730498
Cs0.17FA0.83PbBr0.3I2.7,0.021551374383090193,0.019345384405291155,-0.0012579104557112935,0.0039009600410150375
Cs0.05FA0.28MA0.67PbBr0.54I2.46,-0.015021366035226144,0.004507447529745778,0.0046311758091567195,-0.008632146225638373
FA0.3MA0.7PbBr0.54I2.46,-0.015071675339326681,0.004541435387685801,0.006567269261872542,-0.010734181942876253
Cs0.25FA0.75Pb0.5Sn0.5I3,0.032171745932656405,-0.004129666502719383,0.009198047107861734,0.015760745558941806
Cs0.05FA0.8MA0.15PbBr0.15I2.85,0.017269347606091133,0.021104965855996267,0.00636578363666993,0.0016558237783560008
Cs0.05FA0.8075MA0.1425PbBr0.45I2.55,0.016333226788567565,0.017311042397731805,0.0007051028382190409,-0.004251484544345492
FA0.95MA0.05PbBr0.15I2.85,0.025610197259195763,0.023633145716534017,0.008360408633138541,-0.0009038333292052909
(PEA)2MA2Pb3I10,-0.018822285918331624,-5.9286912644449645e-05,0.008852470533510345,0.01167188706023105
Cs0.1FA0.747MA0.153PbBr0.51I2.49,0.014314616416067101,0.014738567797787679,-0.0010263372683235927,-0.004019133239135411
Cs0.15MA0.85PbI3,-0.03252886862444874,0.008443086064254502,0.007928846262767077,0.008197613780167156
Cs0.15MA0.85PbBr0.45I2.55,-0.029835925118112446,0.0008307260832897256,0.004319815391747731,-0.0038294069126951465
MAPbBr0.075I2.95,-0.03536451154628839,0.005318764252590402,0.01645228600898851,-0.002598386996660139
MAPbBr0.225I2.775,-0.03466108007681588,0.002998989245315893,0.014214923405383524,-0.005937801482237509
FA0.5MA0.5PbBr0.45I2.55,-0.0033325954724734825,0.010521020488729568,0.005726132685314655,-0.007569026402466966
Cs0.13FA0.87PbBrI2,0.019798907597191964,0.008351115281981894,-0.009833734108104642,-0.01276434824060742
EA2PbI4,-0.006177781729047871,-0.006892203604026273,0.019427487639769207,0.014428362056638307
EA2MA2Pb3I10,-0.02425558775853105,0.003977381474443957,0.017795944950484612,0.005996882465201458
EA2MA4Pb5I16,-0.02850189826557113,0.004927049114790078,0.017583020369342964,0.0034233490171148634
EA2MA6Pb7I22,-0.030467023512241394,0.005358772369741323,0.01752026827337016,0.002185496370290462
EA2MA8Pb9I28,-0.03160394346037275,0.005612089848134432,0.01751828754652893,0.0014563061859465354
EA2MA10Pb11I34,-0.03235793775904199,0.00577930426122436,0.017517209587255163,0.0009797600748511113
PA2PbI4,0.011614543130085801,-0.07855497989881045,0.038185567064930995,0.053349684634421954
